t=,1, id=,B02, PRDE,actvstrat=,-0.669433, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.743884, actvprof=,0.000000, id=,B04, PRDE,actvstrat=,0.759247, actvprof=,0.000000, id=,B07, PRDE,actvstrat=,0.384620, actvprof=,0.000000, id=,B09, PRDE,actvstrat=,0.072557, actvprof=,0.000000, id=,S00, PRDE,actvstrat=,-0.581390, actvprof=,0.000000, id=,S03, PRDE,actvstrat=,0.127088, actvprof=,0.000000, id=,S06, PRDE,actvstrat=,-0.085703, actvprof=,0.000000, id=,S07, PRDE,actvstrat=,0.033522, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.053517, actvprof=,0.000000, best_B_id=,B02, best_B_prof=,0.000000, best_B_strat=,-0.669433, best_S_id=,S00, best_S_prof=,0.000000, best_S_strat=,-0.581390, 
t=,39600, id=,B02, PRDE,actvstrat=,-0.150421, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.452692, actvprof=,0.007500, id=,B04, PRDE,actvstrat=,-0.445244, actvprof=,0.006667, id=,B07, PRDE,actvstrat=,-0.179142, actvprof=,1.980083, id=,B09, PRDE,actvstrat=,0.865740, actvprof=,7.775602, id=,S00, PRDE,actvstrat=,0.103833, actvprof=,2.630943, id=,S03, PRDE,actvstrat=,0.448776, actvprof=,0.525022, id=,S06, PRDE,actvstrat=,1.000000, actvprof=,0.005278, id=,S07, PRDE,actvstrat=,-0.960501, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.921424, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,7.775602, best_B_strat=,0.865740, best_S_id=,S00, best_S_prof=,2.630943, best_S_strat=,0.103833, 
t=,43200, id=,B02, PRDE,actvstrat=,-0.150421, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.452692, actvprof=,0.007361, id=,B04, PRDE,actvstrat=,-0.445244, actvprof=,0.006250, id=,B07, PRDE,actvstrat=,-0.179142, actvprof=,2.128517, id=,B09, PRDE,actvstrat=,0.865740, actvprof=,7.790579, id=,S00, PRDE,actvstrat=,0.103833, actvprof=,2.431023, id=,S03, PRDE,actvstrat=,0.448776, actvprof=,0.468899, id=,S06, PRDE,actvstrat=,1.000000, actvprof=,0.007500, id=,S07, PRDE,actvstrat=,-0.960501, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.921424, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,7.790579, best_B_strat=,0.865740, best_S_id=,S00, best_S_prof=,2.431023, best_S_strat=,0.103833, 
t=,46800, id=,B02, PRDE,actvstrat=,-0.334187, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.758599, actvprof=,0.020556, id=,B04, PRDE,actvstrat=,-0.240292, actvprof=,0.012223, id=,B07, PRDE,actvstrat=,-0.519008, actvprof=,2.083142, id=,B09, PRDE,actvstrat=,1.000000, actvprof=,7.847549, id=,S00, PRDE,actvstrat=,0.103833, actvprof=,2.673167, id=,S03, PRDE,actvstrat=,0.448776, actvprof=,0.440018, id=,S06, PRDE,actvstrat=,-0.958877, actvprof=,0.004445, id=,S07, PRDE,actvstrat=,-1.000000, actvprof=,0.003056, id=,S09, PRDE,actvstrat=,0.150730, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,7.847549, best_B_strat=,1.000000, best_S_id=,S00, best_S_prof=,2.673167, best_S_strat=,0.103833, 
t=,50400, id=,B02, PRDE,actvstrat=,-0.334187, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.758599, actvprof=,0.011667, id=,B04, PRDE,actvstrat=,-0.240292, actvprof=,0.009445, id=,B07, PRDE,actvstrat=,-0.519008, actvprof=,2.189768, id=,B09, PRDE,actvstrat=,1.000000, actvprof=,7.924471, id=,S00, PRDE,actvstrat=,0.103833, actvprof=,2.533525, id=,S03, PRDE,actvstrat=,0.448776, actvprof=,0.380702, id=,S06, PRDE,actvstrat=,-0.958877, actvprof=,0.009861, id=,S07, PRDE,actvstrat=,-1.000000, actvprof=,0.002778, id=,S09, PRDE,actvstrat=,0.150730, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,7.924471, best_B_strat=,1.000000, best_S_id=,S00, best_S_prof=,2.533525, best_S_strat=,0.103833, 
t=,54000, id=,B02, PRDE,actvstrat=,0.350750, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.098818, actvprof=,0.004167, id=,B04, PRDE,actvstrat=,0.238340, actvprof=,0.017223, id=,B07, PRDE,actvstrat=,-0.194008, actvprof=,1.792600, id=,B09, PRDE,actvstrat=,1.000000, actvprof=,7.415412, id=,S00, PRDE,actvstrat=,-0.391560, actvprof=,0.887827, id=,S03, PRDE,actvstrat=,0.224413, actvprof=,0.503084, id=,S06, PRDE,actvstrat=,-1.000000, actvprof=,0.014723, id=,S07, PRDE,actvstrat=,0.338091, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,0.711601, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,7.415412, best_B_strat=,1.000000, best_S_id=,S00, best_S_prof=,0.887827, best_S_strat=,-0.391560, 
t=,57600, id=,B02, PRDE,actvstrat=,0.350750, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.098818, actvprof=,0.002083, id=,B04, PRDE,actvstrat=,0.238340, actvprof=,0.010556, id=,B07, PRDE,actvstrat=,-0.194008, actvprof=,1.865330, id=,B09, PRDE,actvstrat=,1.000000, actvprof=,7.444235, id=,S00, PRDE,actvstrat=,-0.391560, actvprof=,0.928637, id=,S03, PRDE,actvstrat=,0.224413, actvprof=,0.459735, id=,S06, PRDE,actvstrat=,-1.000000, actvprof=,0.014167, id=,S07, PRDE,actvstrat=,0.338091, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,0.711601, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,7.444235, best_B_strat=,1.000000, best_S_id=,S00, best_S_prof=,0.928637, best_S_strat=,-0.391560, 
t=,61200, id=,B02, PRDE,actvstrat=,-0.021127, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.758599, actvprof=,0.001667, id=,B04, PRDE,actvstrat=,0.812356, actvprof=,0.005834, id=,B07, PRDE,actvstrat=,0.262320, actvprof=,2.882422, id=,B09, PRDE,actvstrat=,-0.494149, actvprof=,4.907285, id=,S00, PRDE,actvstrat=,-0.783117, actvprof=,0.585596, id=,S03, PRDE,actvstrat=,0.224413, actvprof=,0.442253, id=,S06, PRDE,actvstrat=,-1.000000, actvprof=,0.004167, id=,S07, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.463034, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,4.907285, best_B_strat=,-0.494149, best_S_id=,S00, best_S_prof=,0.585596, best_S_strat=,-0.783117, 
t=,64800, id=,B02, PRDE,actvstrat=,-0.021127, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.758599, actvprof=,0.000833, id=,B04, PRDE,actvstrat=,0.812356, actvprof=,0.003750, id=,B07, PRDE,actvstrat=,0.262320, actvprof=,2.775791, id=,B09, PRDE,actvstrat=,-0.494149, actvprof=,4.591965, id=,S00, PRDE,actvstrat=,-0.783117, actvprof=,0.601271, id=,S03, PRDE,actvstrat=,0.224413, actvprof=,0.457655, id=,S06, PRDE,actvstrat=,-1.000000, actvprof=,0.003195, id=,S07, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.463034, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,4.591965, best_B_strat=,-0.494149, best_S_id=,S00, best_S_prof=,0.601271, best_S_strat=,-0.783117, 
t=,68400, id=,B02, PRDE,actvstrat=,0.602936, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.461171, actvprof=,0.001667, id=,B04, PRDE,actvstrat=,-1.000000, actvprof=,0.000278, id=,B07, PRDE,actvstrat=,-0.414016, actvprof=,1.634002, id=,B09, PRDE,actvstrat=,-0.201470, actvprof=,4.867560, id=,S00, PRDE,actvstrat=,-0.034699, actvprof=,2.116536, id=,S03, PRDE,actvstrat=,-0.293204, actvprof=,0.046948, id=,S06, PRDE,actvstrat=,1.000000, actvprof=,0.001945, id=,S07, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,0.389912, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,4.867560, best_B_strat=,-0.201470, best_S_id=,S00, best_S_prof=,2.116536, best_S_strat=,-0.034699, 
t=,72000, id=,B02, PRDE,actvstrat=,0.602936, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.461171, actvprof=,0.000833, id=,B04, PRDE,actvstrat=,-1.000000, actvprof=,0.000278, id=,B07, PRDE,actvstrat=,-0.414016, actvprof=,1.545609, id=,B09, PRDE,actvstrat=,-0.201470, actvprof=,5.120456, id=,S00, PRDE,actvstrat=,-0.034699, actvprof=,2.117851, id=,S03, PRDE,actvstrat=,-0.293204, actvprof=,0.047363, id=,S06, PRDE,actvstrat=,1.000000, actvprof=,0.001111, id=,S07, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,0.389912, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,5.120456, best_B_strat=,-0.201470, best_S_id=,S00, best_S_prof=,2.117851, best_S_strat=,-0.034699, 
t=,75600, id=,B02, PRDE,actvstrat=,-0.445083, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.460866, actvprof=,0.000000, id=,B04, PRDE,actvstrat=,-0.445244, actvprof=,0.000000, id=,B07, PRDE,actvstrat=,-0.729164, actvprof=,1.360928, id=,B09, PRDE,actvstrat=,0.844034, actvprof=,7.338287, id=,S00, PRDE,actvstrat=,-0.918240, actvprof=,0.025280, id=,S03, PRDE,actvstrat=,0.058719, actvprof=,0.408362, id=,S06, PRDE,actvstrat=,-0.861217, actvprof=,0.000000, id=,S07, PRDE,actvstrat=,-1.000000, actvprof=,0.006667, id=,S09, PRDE,actvstrat=,-0.117202, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,7.338287, best_B_strat=,0.844034, best_S_id=,S03, best_S_prof=,0.408362, best_S_strat=,0.058719, 
t=,79200, id=,B02, PRDE,actvstrat=,-0.445083, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.460866, actvprof=,0.000000, id=,B04, PRDE,actvstrat=,-0.445244, actvprof=,0.000000, id=,B07, PRDE,actvstrat=,-0.729164, actvprof=,1.415605, id=,B09, PRDE,actvstrat=,0.844034, actvprof=,7.303309, id=,S00, PRDE,actvstrat=,-0.918240, actvprof=,0.060835, id=,S03, PRDE,actvstrat=,0.058719, actvprof=,0.399181, id=,S06, PRDE,actvstrat=,-0.861217, actvprof=,0.000000, id=,S07, PRDE,actvstrat=,-1.000000, actvprof=,0.006250, id=,S09, PRDE,actvstrat=,-0.117202, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,7.303309, best_B_strat=,0.844034, best_S_id=,S03, best_S_prof=,0.399181, best_S_strat=,0.058719, 
t=,82800, id=,B02, PRDE,actvstrat=,0.542354, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.695768, actvprof=,0.000000, id=,B04, PRDE,actvstrat=,0.697408, actvprof=,0.004445, id=,B07, PRDE,actvstrat=,-0.266760, actvprof=,1.762345, id=,B09, PRDE,actvstrat=,-0.104795, actvprof=,5.462602, id=,S00, PRDE,actvstrat=,-0.395055, actvprof=,0.883117, id=,S03, PRDE,actvstrat=,0.172225, actvprof=,0.361414, id=,S06, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,S07, PRDE,actvstrat=,-0.714239, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.153058, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,5.462602, best_B_strat=,-0.104795, best_S_id=,S00, best_S_prof=,0.883117, best_S_strat=,-0.395055, 
t=,86400, id=,B02, PRDE,actvstrat=,0.542354, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.695768, actvprof=,0.000000, id=,B04, PRDE,actvstrat=,0.697408, actvprof=,0.005556, id=,B07, PRDE,actvstrat=,-0.266760, actvprof=,1.754366, id=,B09, PRDE,actvstrat=,-0.104795, actvprof=,5.474496, id=,S00, PRDE,actvstrat=,-0.395055, actvprof=,1.003785, id=,S03, PRDE,actvstrat=,0.172225, actvprof=,0.391958, id=,S06, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,S07, PRDE,actvstrat=,-0.714239, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.153058, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,5.474496, best_B_strat=,-0.104795, best_S_id=,S00, best_S_prof=,1.003785, best_S_strat=,-0.395055, 
t=,90000, id=,B02, PRDE,actvstrat=,0.402468, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.738929, actvprof=,0.001945, id=,B04, PRDE,actvstrat=,-0.495941, actvprof=,0.000278, id=,B07, PRDE,actvstrat=,-0.194008, actvprof=,2.133204, id=,B09, PRDE,actvstrat=,1.000000, actvprof=,7.871658, id=,S00, PRDE,actvstrat=,0.190448, actvprof=,2.450170, id=,S03, PRDE,actvstrat=,-0.292251, actvprof=,0.061393, id=,S06, PRDE,actvstrat=,1.000000, actvprof=,0.005834, id=,S07, PRDE,actvstrat=,-0.848505, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,0.389912, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,7.871658, best_B_strat=,1.000000, best_S_id=,S00, best_S_prof=,2.450170, best_S_strat=,0.190448, 
t=,93600, id=,B02, PRDE,actvstrat=,0.402468, actvprof=,0.000972, id=,B03, PRDE,actvstrat=,0.738929, actvprof=,0.002361, id=,B04, PRDE,actvstrat=,-0.495941, actvprof=,0.002222, id=,B07, PRDE,actvstrat=,-0.194008, actvprof=,2.111725, id=,B09, PRDE,actvstrat=,1.000000, actvprof=,7.860357, id=,S00, PRDE,actvstrat=,0.190448, actvprof=,2.570071, id=,S03, PRDE,actvstrat=,-0.292251, actvprof=,0.049585, id=,S06, PRDE,actvstrat=,1.000000, actvprof=,0.004583, id=,S07, PRDE,actvstrat=,-0.848505, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,0.389912, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,7.860357, best_B_strat=,1.000000, best_S_id=,S00, best_S_prof=,2.570071, best_S_strat=,0.190448, 
t=,97200, id=,B02, PRDE,actvstrat=,0.738585, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.401250, actvprof=,0.000833, id=,B04, PRDE,actvstrat=,1.000000, actvprof=,0.015557, id=,B07, PRDE,actvstrat=,-0.017423, actvprof=,2.459927, id=,B09, PRDE,actvstrat=,0.887222, actvprof=,7.591188, id=,S00, PRDE,actvstrat=,0.558945, actvprof=,4.095341, id=,S03, PRDE,actvstrat=,0.741946, actvprof=,0.988416, id=,S06, PRDE,actvstrat=,1.000000, actvprof=,0.009723, id=,S07, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.463034, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,7.591188, best_B_strat=,0.887222, best_S_id=,S00, best_S_prof=,4.095341, best_S_strat=,0.558945, 
t=,100800, id=,B02, PRDE,actvstrat=,0.738585, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.401250, actvprof=,0.005139, id=,B04, PRDE,actvstrat=,1.000000, actvprof=,0.019167, id=,B07, PRDE,actvstrat=,-0.017423, actvprof=,2.481076, id=,B09, PRDE,actvstrat=,0.887222, actvprof=,7.593789, id=,S00, PRDE,actvstrat=,0.558945, actvprof=,4.172396, id=,S03, PRDE,actvstrat=,0.741946, actvprof=,0.958929, id=,S06, PRDE,actvstrat=,1.000000, actvprof=,0.011250, id=,S07, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.463034, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,7.593789, best_B_strat=,0.887222, best_S_id=,S00, best_S_prof=,4.172396, best_S_strat=,0.558945, 
t=,104400, id=,B02, PRDE,actvstrat=,0.350750, actvprof=,0.001667, id=,B03, PRDE,actvstrat=,0.738165, actvprof=,0.000833, id=,B04, PRDE,actvstrat=,1.000000, actvprof=,0.010556, id=,B07, PRDE,actvstrat=,-0.115594, actvprof=,2.152402, id=,B09, PRDE,actvstrat=,-0.158499, actvprof=,5.258494, id=,S00, PRDE,actvstrat=,0.558945, actvprof=,4.592605, id=,S03, PRDE,actvstrat=,0.224413, actvprof=,0.400311, id=,S06, PRDE,actvstrat=,-1.000000, actvprof=,0.002500, id=,S07, PRDE,actvstrat=,-0.454053, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,0.500152, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,5.258494, best_B_strat=,-0.158499, best_S_id=,S00, best_S_prof=,4.592605, best_S_strat=,0.558945, 
t=,108000, id=,B02, PRDE,actvstrat=,0.350750, actvprof=,0.000833, id=,B03, PRDE,actvstrat=,0.738165, actvprof=,0.001945, id=,B04, PRDE,actvstrat=,1.000000, actvprof=,0.012917, id=,B07, PRDE,actvstrat=,-0.115594, actvprof=,2.255094, id=,B09, PRDE,actvstrat=,-0.158499, actvprof=,5.330361, id=,S00, PRDE,actvstrat=,0.558945, actvprof=,4.329486, id=,S03, PRDE,actvstrat=,0.224413, actvprof=,0.402100, id=,S06, PRDE,actvstrat=,-1.000000, actvprof=,0.001250, id=,S07, PRDE,actvstrat=,-0.454053, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,0.500152, actvprof=,0.000000, best_B_id=,B09, best_B_prof=,5.330361, best_B_strat=,-0.158499, best_S_id=,S00, best_S_prof=,4.329486, best_S_strat=,0.558945, 
